comment,product_id,rating,reviewer,sku,submissionTime,title
Got this for someone and he like it but he says it's too hard. He's looking for someone to teach him how to play it.,34809017,4,,9501102,8/17/14 20:00,good
Easy to install. No mess or clogging or anything. Works fine.,34810769,3,,5573238,8/17/14 22:43,
Cute and fun movie to enjoy with my grandchildren.,34968088,5,Grandmato3,6955008,8/18/14 22:38,Fun movie
Great movie to see wanted to upgrade to a bluray to our movie collection.,34968076,5,Grandmato3,9433776,8/18/14 22:35,Great movie
"My son can watch this all day, plus it was a great price.",34968072,4,Jono,1624408,8/18/14 22:34,Fun show
One of the best routers that I have purchased. Work great work almost everything.,34968066,5,Jono,2089307,8/18/14 22:33,Awesome
"Prefect for what it is. I have a Samsung that is better, but this is pretty good",34968059,4,Jono,4790684,8/18/14 22:31,Pretty good
Excellent color! Installs easily and loads quickly.,34968038,5,takenbyanotherreviewer,9318721,8/18/14 22:27,Great results!!
"This was an enjoyable movie, good mix of comedy and I guess we'll call it action for my tastes. It's obviously not going to win any awards, but I think it would be entertaining enough to watch more than once.",34968014,4,d14racer24,3921201,8/18/14 22:22,Entertaining
The original USB always last more than any other USB for iPhone,34968006,5,CHRIS,1551069,8/18/14 22:21,Great USB adapter
HP makes awesome all in one printers that put out a good looking product. The ink cartridges are reasonably priced.,34967968,5,Vivian,9248922,8/18/14 22:13,Excellent product
"This CD is wonderful, my husband and I both love it. Personally is one of his best. I can tell he is stronger, with the power of his voice.",34967966,5,MisfitPrincess,7142477,8/18/14 22:13,Wonderful CD
A quiet running and powerful blender that performs well,34967958,4,sybleo,9902425,8/18/14 22:12,nice and powerful
"Easy to use, great pictures, tilt screen versility to capture different angles.",34967946,5,designmem,4466004,8/18/14 22:10,"Easy to use, flip screen amazing for taking pics"
overall it is a great fridge with a slick control panel on the front. easy to use settings. very quite,34967910,4,Enrique,8366146,8/18/14 22:03,sufficient storage space
DC cant make a good live action movie but they make up for it with the anime movies,34967903,5,Iamthedoctor,7432011,8/18/14 22:02,dc does it again
One of my favorite movies of all time. Deniro is so good in his role as the casino boss and Pesci is hilarious,34967901,5,BR0328,9053329,8/18/14 22:02,one of the best
Great story one of Disney's classics! Great for the family to enjoy for years to come...looking awesome on Blu Ray,34967891,5,Damikester74,6959119,8/18/14 22:00,Tarzan swings home on Blu ray
classic disney at its finest what more can you ask for,34967887,5,Iamthedoctor,7620158,8/18/14 21:59,classic
"Great story, good songs and all around fun! A classic the family can watch over and over!",34967881,5,Damikester74,6959013,8/18/14 21:58,"Hercules, finally comes to Blu ray!"
classic disney at its best and classic stories can ask for more,34967873,5,Iamthedoctor,7620052,8/18/14 21:57,great classic
On a budget this is a quality speaker. Sound won't disappoint. Pairs perfectly with its Polk series.,34967865,4,GSharpe,9679762,8/18/14 21:56,Nice Ctr channel for the money
"For Tekken fans, this is a great follow up to the first Tekken film. The fight scenes are awesome and enjoyable!",34967864,3,Damikester74,6976121,8/18/14 21:55,"Martial Arts, Tekken Style!"
great kung fu movie as good as the first one action was great,34967857,4,Iamthedoctor,6938047,8/18/14 21:54,great sequal
It is the perfect replacement for charging my tablet.,34967856,5,MrkBrssrd,7006915,8/18/14 21:54,Perfect replacement
This is a classic and has a wonderful story for generations old and young,34967850,5,Damikester74,7620043,8/18/14 21:53,A classic family film
"I love the rechargeable Bluetooth headset. I use them for work, working out, and to sleep.",34967849,5,doncesar,1710192,8/18/14 21:53,I use them all day.
The color cable matches my son's room wall color and charges his iPod.,34967848,5,MrkBrssrd,4165035,8/18/14 21:53,Perfect replacement
This battery is one of items you must have for your camera.,34967833,5,traveler777777,6494117,8/18/14 21:51,Great spare battery
Does its job. It charges all my devices really fast.,34967831,5,MrkBrssrd,6670176,8/18/14 21:51,Great item at a great price.
A very fun movie. Anyone who's into LEGOs will enjoy it.,34967794,5,axman7469,5863038,8/18/14 21:46,Fun movie!
Enjoy the product daily. Does what it says it does.,34967729,4,ArtistAnn,9071056,8/18/14 21:36,Good product
Nice Karaoke machine / CD player. No problems with this one. Used it for a wedding / reception and it worked great.,34967722,4,GregoryT,5017106,8/18/14 21:35,very nice system ...
Needed the cables to add additional equipment to the television,34967710,5,radio,9835197,8/18/14 21:34,Needed the cables
Overall Samsung t.v.'s have the clearest picture and I have had a Samsung t.v. for 7 years now and no issues.,34967693,5,cnkf,4846838,8/18/14 21:32,I think samsung t.v. 's are the best t.v. 's
Looking for extra volume works great for what we needed,34967685,5,radio,4420029,8/18/14 21:31,Just what we needed
Does the job it is supposed to do... great product!,34967677,5,papasmurf64,5681548,8/18/14 21:30,Works great
Great addition for Surface when using as a desktop replacement,34967675,5,Bobo,8410077,8/18/14 21:30,Great add for Surface Pro 3
Much better way to watch tv. I have clipped cable!,34967671,5,papasmurf64,4854433,8/18/14 21:29,Excellent!
The M-Aduio AV 30 monitor speakers are fantastic. Seriously the sound quality is great. They cost about 100 dollars and are worth every penny!,34967665,5,ThatMetalGuy,8452747,8/18/14 21:28,M-Audio AV 30 Monitor Speakers.
"3 short movies that my son absolutely loved. if your kids like Despicable Me, they will love this",34967662,5,jjohn4788,5870635,8/18/14 21:27,Son loved it
Replaced my Ipad with areal computer. Runs all programs and apps to actually do something. Ipad was a social media machine only.,34967656,5,Bobo,6244026,8/18/14 21:26,Great replacement For Ipad.
"Very easy to set up, as it literally took less than 5 minutes total. i would highly recommend this product",34967648,4,jjohn4788,9618932,8/18/14 21:25,Perfect for doing a podcast from home
Charges my phone and other devices! Like the fact that it's easy to use and easy to carry!,34967645,5,,4160003,8/18/14 21:25,CHARGER ON THE GO!
The scales ability to sync with the fit bit makes it easy to monitor progress and reach goals.,34967631,4,Jeff,4875411,8/18/14 21:23,Great for tracking fit bit progress
I enjoyed this movie when it first came out. I've now shared it with my 22 year old son and he's enjoyed it as much as I have.,34967618,4,Chip,3220164,8/18/14 21:21,Shared the movie
Loved the fact that it was compatible with any charger and would actually charge!,34967605,5,,4148007,8/18/14 21:19,Nice outlet and awesome color!
Incredible how everything is made out of lego blocks.,34967585,4,Chip,5863038,8/18/14 21:15,Fun family movie
"Couldn't be happier with this purchase, definitely would purchase this product again.",34967543,5,Zeus2780,8902125,8/18/14 21:11,Awesome
"I added this to my collection. Lots of action. Story not to bad. Its a good Die hard movie. If you haven't seen this one, I think you will enjoy it.",34967476,5,Technicalnut1,8932984,8/18/14 21:05,Added to my collection
Very easy to install with minimum tools. Very pleased with detailed instructions.,34967475,5,appleuser972,5149004,8/18/14 21:05,Great mount for small tv's
After looking around at other electronic stores for an inexpensive but great tv/DVD combo this was the best bang for our buck,34967457,5,appleuser972,2127006,8/18/14 21:03,Great tv/DVD combo for price
This wireless has great range. We have this set up on one corner of the house and we still get good range on the other corner.,34967455,5,ThisGuyS,1208844,8/18/14 21:03,Great Range
"This laptop has a nice, sleek design and packs a lot of processing power.",34967448,4,McBride20,6071000,8/18/14 21:02,Versatile laptop/tablet
"My wife camera ran out of memory with a 8 GB SD card. So I decided to go with a larger memory so that we can take more video on her camera.
The memory needed for the video eat up your memory real fast. I researched the band and it had great reviews.",34967420,5,Sig645,1301021,8/18/14 20:58,Excellent quality for the money
I bought this AUX cable to replace my old dying one. Does the job as described. The shape took some getting use to since I had a thin cable before but I still love it.,34967342,5,TacoTom96,5207039,8/18/14 20:50,Great Cable
I love this screen saver. It is so much easier to clean and comes with a lifetime guarantee. So glad the salesman recommended it!,34967295,5,Nettycas,3699012,8/18/14 20:45,Wow! Easy to clean.
I love this little SD card. It's convenient and durable enough to toss in my wallet and have at all times when needed.,34967276,5,WmsWR,1300086,8/18/14 20:42,JUST WHAT I NEEDED
"Very satisfied with this item, easy to handle, works great!",34967274,5,CLEANLADY,4844685,8/18/14 20:42,Great for wood floor
Had a job site in an area where our AT&amp;T phones were useless. We just needed a simple phone for phone calls throughout the project. Works perfect for what needed.,34967271,5,Jse1982,5358001,8/18/14 20:41,All we needed
It's a fun movie to watch with everyone. Good music too,34967256,4,Verycooldudererview,6959119,8/18/14 20:40,"The kids and wife likes it, and me too"
My old remote died on me so I went out and got this one. I got this remote at a good price. The remote was easy to use and it does what it was made to do.,34967246,5,Malcolm,1088064,8/18/14 20:39,Very good remote to use
Was unsure that this product was still available cause it is getting to be difficult to find accessories for samsung tablet 2. I was also very impressed with the delivery time. Overall great experience.,34967237,5,Carlbasham,5596805,8/18/14 20:38,Perfect device
"I needed a charger for my son to keep all his controllers full charged &amp; ready to use. Brought 2 of this and have no complaints it does take some getting use to attaching the controllers but once you get the hang of it, its all dwn hill.",34967230,4,masteryoda71,8965943,8/18/14 20:37,Excellent Charger
This router work well. I have been using this for about a month and have had no problems. It has useful features such as a separate guest network and controlling the router remotely through a phone app.,34967207,5,imcalledalauda,6263799,8/18/14 20:35,Does exactly what it's supposed to
Okay multiplayer. Definitely better shooters out there.,34967152,4,TrewTechnique,8677045,8/18/14 20:30,Solid game. Great graphics
Manufactors ink for the HP Photosmart 7520.The print quality is excellent.,34967110,4,Chance25,6502226,8/18/14 20:26,HP Photosmart 7520 uses this ink.
"We have used Panasonic phones cordless phones for years now, we like how easy they are to use and how they have intercoms. We bought these to replace ones that finally died after many years of use.",34967100,5,Espo,5012129,8/18/14 20:26,Excellent landline phone.
Great solution for simple back up of data. Easy and quick to install and put to use.,34967085,5,TRBL,8914951,8/18/14 20:25,Excellent Device
I have never played the Witcher games before. I was pleasantly surprised and liked the details that went into this game. It surpasses other games in this genre and was a deep and very fun game to play.,34967048,4,ewacs,3555951,8/18/14 20:21,Great game and recommended buy
"I bought this for my daughter and it fit her small arm great, holds her ipod securely, and there are no issues with it. I like this better than the Rocket Fish I bought for my wife that was more expensive.",34967015,5,,4940016,8/18/14 20:19,Works great for my daughter
This movie is really funny and full of talent - great for a girls night.,34966990,5,sparklemark,7131055,8/18/14 20:17,Fun movie
Cheap price is the first reason to buy. That is it. not more.,34966979,3,,3106138,8/18/14 20:16,good for whom needs watch
Overall satisfied with product. Seems to last quite a while. Print quality is excellent.,34966971,5,appleannie101,6502244,8/18/14 20:15,Great product
"I would recommend this product to anyone... It is great!,,",34966938,5,Tshade,3602009,8/18/14 20:13,Loved this for my camera
"Saturday Night Fever is one of the best movies of the '70s.
Grease has great music. The dialog, however, sounds like it was inspired by the work of the Three Stooges.",34966920,4,pereece,9143077,8/18/14 20:11,Saturday Night Fever not Grease
The ink last a long time I was able to print so much for school I recommend this for anyone who needs ink.,34966884,5,Ladyemt,6502226,8/18/14 20:09,Ink for printer
"Great combo for the money! Got many laughs, a must have for the collection!",34966862,4,,1725507,8/18/14 20:08,Many laughs
"I love BBC Earth. I probably would have loved this, if I were still in Junior High.",34966853,2,pereece,6131042,8/18/14 20:07,It's great - if you're twelve years old.
Had already watched the series and wanted to get a copy of this movie. Was thrilled this came in Blu-ray format/.,34966847,5,bkcoker,6385128,8/18/14 20:06,Good Series
"I gave this as a gift, but I have one. It is great to have.",34966831,5,charles,6775504,8/18/14 20:05,Nice to have when you have company.
Have used this trimmer for a few years; just a great product. Bought this one as a gift.,34966829,5,1234Frank4321,3079128,8/18/14 20:05,Great product
Very much In the same vein as their last couple of albums; good solid hard rock album. Has classic Godsmack sound and with a couple of new melodic styles that are unique to this album. This album overall isn't really anything we haven't heard before but that isn't really a bad thing.,34966778,4,KGVYMGMQ2QK7,7836031,8/18/14 20:00,Classic Godsmack
This curling iron was a failure. It didn't heat up,34966775,3,goal10der45,8409974,8/18/14 19:59,Not worth it
"This movie was great, lots of action and never a dull moment",34966722,5,Happy,7732009,8/18/14 19:55,Great movie
I really like how large the dryer is. I can easily dry a large comforter.,34966626,4,sandi0004,5258286,8/18/14 19:45,Great Lg dryer
I was very surprised with the size . It's fast and cook well. Very little noise. Instructions when read are understandable.,34966614,5,Reneesmile,8285232,8/18/14 19:43,I just love it
I have a matching dryer that works great also. I really like the LG products.,34966613,4,sandi0004,5258259,8/18/14 19:43,Great Washer for price
This SD card has ample storage space and super fast read/write access,34966602,5,Justcruz13,1300086,8/18/14 19:42,Super fast SD card. Great storage space
Previously had 2 Sony TVs. First one went bad after 2 years. 2nd TV went bad after 7 years. Never will buy Sony again. Samsung has best reviews. So far they are true.,34966583,5,Samsung,5485291,8/18/14 19:41,Great TV
Name brand is the only way to go with game consoles they do it the best.,34966581,5,Adam5150,8782533,8/18/14 19:40,Gotta get name brand
Can store every book needed for class and still have room for 70 movies! Can't go wrong with that!,34966554,5,jtnave,4471009,8/18/14 19:38,Huge storage card!
I was very glad they decided to do the movie Rio2.,34966523,5,13579abcd,6955008,8/18/14 19:36,Excellent movie for Rio2
"This can be used as a lunch box or a container to carry toys, crayons and paper.",34966515,3,13579abcd,2855091,8/18/14 19:34,This is a great lunch box for young children.
Love the Injustice comic series that's 50 comics deep now. The fighting game itself is very good that will need a few tweaks to make it awesome such as better movements.,34966513,5,jtnave,2943287,8/18/14 19:34,Great game with great storyline
We usually have to plug in speakers on the patio and deal with all the wires. Now it is easier and more convenient and the quality of the sound is awesome.,34966503,5,Madison5,1762509,8/18/14 19:33,Great for hanging out on the patio.
"This can be a lunch box or even a container to carry little toys, crayons and paper or other item.",34966477,4,13579abcd,5862011,8/18/14 19:32,It's a great lunch box for my young grandson.
"This case is small, protective, and does the job well.",34966458,5,JohninDFW,5221157,8/18/14 19:30,This OtterBox works well.
This movie rocks! My family loves it! Can't wait for a sequel!!!,34966454,5,musismom,5863038,8/18/14 19:30,Love it!
Fun soccer game from someone who plays very sparingly.,34966451,5,jtnave,2943154,8/18/14 19:30,Great soccer game
Very accurate for a wireless mouse. Easily configurable buttons. Great price.,34966421,4,Bryan,2397012,8/18/14 19:28,Great gaming mouse
Played the beta an it was awesome. Does any1 know if this come's with the vanguard armory weapon's?,34968097,5,smitty502,9009172,8/18/14 22:40,Great Lookin Game.
Cute and fun movie to enjoy with my grandchildren.,34968088,5,Grandmato3,6955008,8/18/14 22:38,Fun movie
Great movie to see wanted to upgrade to a bluray to our movie collection.,34968076,5,Grandmato3,9433776,8/18/14 22:35,Great movie
"My son can watch this all day, plus it was a great price.",34968072,4,Jono,1624408,8/18/14 22:34,Fun show
One of the best routers that I have purchased. Work great work almost everything.,34968066,5,Jono,2089307,8/18/14 22:33,Awesome
"Prefect for what it is. I have a Samsung that is better, but this is pretty good",34968059,4,Jono,4790684,8/18/14 22:31,Pretty good
Excellent color! Installs easily and loads quickly.,34968038,5,takenbyanotherreviewer,9318721,8/18/14 22:27,Great results!!
"This was an enjoyable movie, good mix of comedy and I guess we'll call it action for my tastes. It's obviously not going to win any awards, but I think it would be entertaining enough to watch more than once.",34968014,4,d14racer24,3921201,8/18/14 22:22,Entertaining
The original USB always last more than any other USB for iPhone,34968006,5,CHRIS,1551069,8/18/14 22:21,Great USB adapter
HP makes awesome all in one printers that put out a good looking product. The ink cartridges are reasonably priced.,34967968,5,Vivian,9248922,8/18/14 22:13,Excellent product
"This CD is wonderful, my husband and I both love it. Personally is one of his best. I can tell he is stronger, with the power of his voice.",34967966,5,MisfitPrincess,7142477,8/18/14 22:13,Wonderful CD
A quiet running and powerful blender that performs well,34967958,4,sybleo,9902425,8/18/14 22:12,nice and powerful
"Easy to use, great pictures, tilt screen versility to capture different angles.",34967946,5,designmem,4466004,8/18/14 22:10,"Easy to use, flip screen amazing for taking pics"
overall it is a great fridge with a slick control panel on the front. easy to use settings. very quite,34967910,4,Enrique,8366146,8/18/14 22:03,sufficient storage space
DC cant make a good live action movie but they make up for it with the anime movies,34967903,5,Iamthedoctor,7432011,8/18/14 22:02,dc does it again
One of my favorite movies of all time. Deniro is so good in his role as the casino boss and Pesci is hilarious,34967901,5,BR0328,9053329,8/18/14 22:02,one of the best
Great story one of Disney's classics! Great for the family to enjoy for years to come...looking awesome on Blu Ray,34967891,5,Damikester74,6959119,8/18/14 22:00,Tarzan swings home on Blu ray
classic disney at its finest what more can you ask for,34967887,5,Iamthedoctor,7620158,8/18/14 21:59,classic
"Great story, good songs and all around fun! A classic the family can watch over and over!",34967881,5,Damikester74,6959013,8/18/14 21:58,"Hercules, finally comes to Blu ray!"
classic disney at its best and classic stories can ask for more,34967873,5,Iamthedoctor,7620052,8/18/14 21:57,great classic
On a budget this is a quality speaker. Sound won't disappoint. Pairs perfectly with its Polk series.,34967865,4,GSharpe,9679762,8/18/14 21:56,Nice Ctr channel for the money
"For Tekken fans, this is a great follow up to the first Tekken film. The fight scenes are awesome and enjoyable!",34967864,3,Damikester74,6976121,8/18/14 21:55,"Martial Arts, Tekken Style!"
great kung fu movie as good as the first one action was great,34967857,4,Iamthedoctor,6938047,8/18/14 21:54,great sequal
It is the perfect replacement for charging my tablet.,34967856,5,MrkBrssrd,7006915,8/18/14 21:54,Perfect replacement
This is a classic and has a wonderful story for generations old and young,34967850,5,Damikester74,7620043,8/18/14 21:53,A classic family film
"I love the rechargeable Bluetooth headset. I use them for work, working out, and to sleep.",34967849,5,doncesar,1710192,8/18/14 21:53,I use them all day.
The color cable matches my son's room wall color and charges his iPod.,34967848,5,MrkBrssrd,4165035,8/18/14 21:53,Perfect replacement
This battery is one of items you must have for your camera.,34967833,5,traveler777777,6494117,8/18/14 21:51,Great spare battery
Does its job. It charges all my devices really fast.,34967831,5,MrkBrssrd,6670176,8/18/14 21:51,Great item at a great price.
A very fun movie. Anyone who's into LEGOs will enjoy it.,34967794,5,axman7469,5863038,8/18/14 21:46,Fun movie!
Enjoy the product daily. Does what it says it does.,34967729,4,ArtistAnn,9071056,8/18/14 21:36,Good product
Nice Karaoke machine / CD player. No problems with this one. Used it for a wedding / reception and it worked great.,34967722,4,GregoryT,5017106,8/18/14 21:35,very nice system ...
Needed the cables to add additional equipment to the television,34967710,5,radio,9835197,8/18/14 21:34,Needed the cables
Overall Samsung t.v.'s have the clearest picture and I have had a Samsung t.v. for 7 years now and no issues.,34967693,5,cnkf,4846838,8/18/14 21:32,I think samsung t.v. 's are the best t.v. 's
Looking for extra volume works great for what we needed,34967685,5,radio,4420029,8/18/14 21:31,Just what we needed
Does the job it is supposed to do... great product!,34967677,5,papasmurf64,5681548,8/18/14 21:30,Works great
Great addition for Surface when using as a desktop replacement,34967675,5,Bobo,8410077,8/18/14 21:30,Great add for Surface Pro 3
Much better way to watch tv. I have clipped cable!,34967671,5,papasmurf64,4854433,8/18/14 21:29,Excellent!
The M-Aduio AV 30 monitor speakers are fantastic. Seriously the sound quality is great. They cost about 100 dollars and are worth every penny!,34967665,5,ThatMetalGuy,8452747,8/18/14 21:28,M-Audio AV 30 Monitor Speakers.
"3 short movies that my son absolutely loved. if your kids like Despicable Me, they will love this",34967662,5,jjohn4788,5870635,8/18/14 21:27,Son loved it
Replaced my Ipad with areal computer. Runs all programs and apps to actually do something. Ipad was a social media machine only.,34967656,5,Bobo,6244026,8/18/14 21:26,Great replacement For Ipad.
"Very easy to set up, as it literally took less than 5 minutes total. i would highly recommend this product",34967648,4,jjohn4788,9618932,8/18/14 21:25,Perfect for doing a podcast from home
Charges my phone and other devices! Like the fact that it's easy to use and easy to carry!,34967645,5,,4160003,8/18/14 21:25,CHARGER ON THE GO!
The scales ability to sync with the fit bit makes it easy to monitor progress and reach goals.,34967631,4,Jeff,4875411,8/18/14 21:23,Great for tracking fit bit progress
I enjoyed this movie when it first came out. I've now shared it with my 22 year old son and he's enjoyed it as much as I have.,34967618,4,Chip,3220164,8/18/14 21:21,Shared the movie
Loved the fact that it was compatible with any charger and would actually charge!,34967605,5,,4148007,8/18/14 21:19,Nice outlet and awesome color!
Incredible how everything is made out of lego blocks.,34967585,4,Chip,5863038,8/18/14 21:15,Fun family movie
"Couldn't be happier with this purchase, definitely would purchase this product again.",34967543,5,Zeus2780,8902125,8/18/14 21:11,Awesome
"I added this to my collection. Lots of action. Story not to bad. Its a good Die hard movie. If you haven't seen this one, I think you will enjoy it.",34967476,5,Technicalnut1,8932984,8/18/14 21:05,Added to my collection
Very easy to install with minimum tools. Very pleased with detailed instructions.,34967475,5,appleuser972,5149004,8/18/14 21:05,Great mount for small tv's
After looking around at other electronic stores for an inexpensive but great tv/DVD combo this was the best bang for our buck,34967457,5,appleuser972,2127006,8/18/14 21:03,Great tv/DVD combo for price
This wireless has great range. We have this set up on one corner of the house and we still get good range on the other corner.,34967455,5,ThisGuyS,1208844,8/18/14 21:03,Great Range
"This laptop has a nice, sleek design and packs a lot of processing power.",34967448,4,McBride20,6071000,8/18/14 21:02,Versatile laptop/tablet
"My wife camera ran out of memory with a 8 GB SD card. So I decided to go with a larger memory so that we can take more video on her camera.
The memory needed for the video eat up your memory real fast. I researched the band and it had great reviews.",34967420,5,Sig645,1301021,8/18/14 20:58,Excellent quality for the money
I bought this AUX cable to replace my old dying one. Does the job as described. The shape took some getting use to since I had a thin cable before but I still love it.,34967342,5,TacoTom96,5207039,8/18/14 20:50,Great Cable
I love this screen saver. It is so much easier to clean and comes with a lifetime guarantee. So glad the salesman recommended it!,34967295,5,Nettycas,3699012,8/18/14 20:45,Wow! Easy to clean.
I love this little SD card. It's convenient and durable enough to toss in my wallet and have at all times when needed.,34967276,5,WmsWR,1300086,8/18/14 20:42,JUST WHAT I NEEDED
"Very satisfied with this item, easy to handle, works great!",34967274,5,CLEANLADY,4844685,8/18/14 20:42,Great for wood floor
Had a job site in an area where our AT&amp;T phones were useless. We just needed a simple phone for phone calls throughout the project. Works perfect for what needed.,34967271,5,Jse1982,5358001,8/18/14 20:41,All we needed
It's a fun movie to watch with everyone. Good music too,34967256,4,Verycooldudererview,6959119,8/18/14 20:40,"The kids and wife likes it, and me too"
My old remote died on me so I went out and got this one. I got this remote at a good price. The remote was easy to use and it does what it was made to do.,34967246,5,Malcolm,1088064,8/18/14 20:39,Very good remote to use
Was unsure that this product was still available cause it is getting to be difficult to find accessories for samsung tablet 2. I was also very impressed with the delivery time. Overall great experience.,34967237,5,Carlbasham,5596805,8/18/14 20:38,Perfect device
"I needed a charger for my son to keep all his controllers full charged &amp; ready to use. Brought 2 of this and have no complaints it does take some getting use to attaching the controllers but once you get the hang of it, its all dwn hill.",34967230,4,masteryoda71,8965943,8/18/14 20:37,Excellent Charger
This router work well. I have been using this for about a month and have had no problems. It has useful features such as a separate guest network and controlling the router remotely through a phone app.,34967207,5,imcalledalauda,6263799,8/18/14 20:35,Does exactly what it's supposed to
Okay multiplayer. Definitely better shooters out there.,34967152,4,TrewTechnique,8677045,8/18/14 20:30,Solid game. Great graphics
Manufactors ink for the HP Photosmart 7520.The print quality is excellent.,34967110,4,Chance25,6502226,8/18/14 20:26,HP Photosmart 7520 uses this ink.
"We have used Panasonic phones cordless phones for years now, we like how easy they are to use and how they have intercoms. We bought these to replace ones that finally died after many years of use.",34967100,5,Espo,5012129,8/18/14 20:26,Excellent landline phone.
Great solution for simple back up of data. Easy and quick to install and put to use.,34967085,5,TRBL,8914951,8/18/14 20:25,Excellent Device
I have never played the Witcher games before. I was pleasantly surprised and liked the details that went into this game. It surpasses other games in this genre and was a deep and very fun game to play.,34967048,4,ewacs,3555951,8/18/14 20:21,Great game and recommended buy
"I bought this for my daughter and it fit her small arm great, holds her ipod securely, and there are no issues with it. I like this better than the Rocket Fish I bought for my wife that was more expensive.",34967015,5,,4940016,8/18/14 20:19,Works great for my daughter
This movie is really funny and full of talent - great for a girls night.,34966990,5,sparklemark,7131055,8/18/14 20:17,Fun movie
Cheap price is the first reason to buy. That is it. not more.,34966979,3,,3106138,8/18/14 20:16,good for whom needs watch
Overall satisfied with product. Seems to last quite a while. Print quality is excellent.,34966971,5,appleannie101,6502244,8/18/14 20:15,Great product
"I would recommend this product to anyone... It is great!,,",34966938,5,Tshade,3602009,8/18/14 20:13,Loved this for my camera
"Saturday Night Fever is one of the best movies of the '70s.
Grease has great music. The dialog, however, sounds like it was inspired by the work of the Three Stooges.",34966920,4,pereece,9143077,8/18/14 20:11,Saturday Night Fever not Grease
The ink last a long time I was able to print so much for school I recommend this for anyone who needs ink.,34966884,5,Ladyemt,6502226,8/18/14 20:09,Ink for printer
"Great combo for the money! Got many laughs, a must have for the collection!",34966862,4,,1725507,8/18/14 20:08,Many laughs
"I love BBC Earth. I probably would have loved this, if I were still in Junior High.",34966853,2,pereece,6131042,8/18/14 20:07,It's great - if you're twelve years old.
Had already watched the series and wanted to get a copy of this movie. Was thrilled this came in Blu-ray format/.,34966847,5,bkcoker,6385128,8/18/14 20:06,Good Series
"I gave this as a gift, but I have one. It is great to have.",34966831,5,charles,6775504,8/18/14 20:05,Nice to have when you have company.
Have used this trimmer for a few years; just a great product. Bought this one as a gift.,34966829,5,1234Frank4321,3079128,8/18/14 20:05,Great product
Very much In the same vein as their last couple of albums; good solid hard rock album. Has classic Godsmack sound and with a couple of new melodic styles that are unique to this album. This album overall isn't really anything we haven't heard before but that isn't really a bad thing.,34966778,4,KGVYMGMQ2QK7,7836031,8/18/14 20:00,Classic Godsmack
This curling iron was a failure. It didn't heat up,34966775,3,goal10der45,8409974,8/18/14 19:59,Not worth it
"This movie was great, lots of action and never a dull moment",34966722,5,Happy,7732009,8/18/14 19:55,Great movie
I really like how large the dryer is. I can easily dry a large comforter.,34966626,4,sandi0004,5258286,8/18/14 19:45,Great Lg dryer
I was very surprised with the size . It's fast and cook well. Very little noise. Instructions when read are understandable.,34966614,5,Reneesmile,8285232,8/18/14 19:43,I just love it
I have a matching dryer that works great also. I really like the LG products.,34966613,4,sandi0004,5258259,8/18/14 19:43,Great Washer for price
This SD card has ample storage space and super fast read/write access,34966602,5,Justcruz13,1300086,8/18/14 19:42,Super fast SD card. Great storage space
Previously had 2 Sony TVs. First one went bad after 2 years. 2nd TV went bad after 7 years. Never will buy Sony again. Samsung has best reviews. So far they are true.,34966583,5,Samsung,5485291,8/18/14 19:41,Great TV
Name brand is the only way to go with game consoles they do it the best.,34966581,5,Adam5150,8782533,8/18/14 19:40,Gotta get name brand
Can store every book needed for class and still have room for 70 movies! Can't go wrong with that!,34966554,5,jtnave,4471009,8/18/14 19:38,Huge storage card!
I was very glad they decided to do the movie Rio2.,34966523,5,13579abcd,6955008,8/18/14 19:36,Excellent movie for Rio2
"This can be used as a lunch box or a container to carry toys, crayons and paper.",34966515,3,13579abcd,2855091,8/18/14 19:34,This is a great lunch box for young children.
Love the Injustice comic series that's 50 comics deep now. The fighting game itself is very good that will need a few tweaks to make it awesome such as better movements.,34966513,5,jtnave,2943287,8/18/14 19:34,Great game with great storyline
We usually have to plug in speakers on the patio and deal with all the wires. Now it is easier and more convenient and the quality of the sound is awesome.,34966503,5,Madison5,1762509,8/18/14 19:33,Great for hanging out on the patio.
"This can be a lunch box or even a container to carry little toys, crayons and paper or other item.",34966477,4,13579abcd,5862011,8/18/14 19:32,It's a great lunch box for my young grandson.
"This case is small, protective, and does the job well.",34966458,5,JohninDFW,5221157,8/18/14 19:30,This OtterBox works well.
This movie rocks! My family loves it! Can't wait for a sequel!!!,34966454,5,musismom,5863038,8/18/14 19:30,Love it!
Fun soccer game from someone who plays very sparingly.,34966451,5,jtnave,2943154,8/18/14 19:30,Great soccer game
Very accurate for a wireless mouse. Easily configurable buttons. Great price.,34966421,4,Bryan,2397012,8/18/14 19:28,Great gaming mouse
okPlayed the beta an it was awesome. Does any1 know if this come's with the vanguard armory weapon's?,34968097,5,smitty502,9009172,8/18/14 22:40,
"This inexpensive, wonderful, surround sound speaker system is awesome. Not only a great price but the sound that comes out of these speakers is phenomenal!",35263152,5,catzs,9382232,8/20/14 22:41,Booming surround sound.
"I use it to charge my camera, and FitBit which requires two charging ports.",35263151,5,Audreesmom,1653597,8/20/14 22:41,Excellent for extra charging of devices
This microsd card works just as expected in my samsung galaxy.s5,35263144,4,Jterwill,5334001,8/20/14 22:38,works as expected
Highly recommend this program for home users. Easy to use. Results were just what I was looking for.,35263106,5,gmom,2381065,8/20/14 22:30,Great program
